17	1	10
16.96961551	1	10.34729636
16.87938524	1	10.68404029
16.73205081	1	11
16.53208889	1	11.28557522
16.28557522	1	11.53208889
16	1	11.73205081
15.68404029	1	11.87938524
15.34729636	1	11.96961551
15	1	12
14.65270364	1	11.96961551
14.31595971	1	11.87938524
14	1	11.73205081
13.71442478	1	11.53208889
13.46791111	1	11.28557522
13.26794919	1	11
13.12061476	1	10.68404029
13.03038449	1	10.34729636
13	1	10
13.03038449	1	9.652703645
13.12061476	1	9.315959713
13.26794919	1	9
13.46791111	1	8.714424781
13.71442478	1	8.467911114
14	1	8.267949192
14.31595971	1	8.120614758
14.65270364	1	8.030384494
15	1	8
15.34729636	1	8.030384494
15.68404029	1	8.120614758
16	1	8.267949192
16.28557522	1	8.467911114
16.53208889	1	8.714424781
16.73205081	1	9
16.87938524	1	9.315959713
16.96961551	1	9.652703645
17	1.5	10
16.96961551	1.5	10.34729636
16.87938524	1.5	10.68404029
16.73205081	1.5	11
16.53208889	1.5	11.28557522
16.28557522	1.5	11.53208889
16	1.5	11.73205081
15.68404029	1.5	11.87938524
15.34729636	1.5	11.96961551
15	1.5	12
14.65270364	1.5	11.96961551
14.31595971	1.5	11.87938524
14	1.5	11.73205081
13.71442478	1.5	11.53208889
13.46791111	1.5	11.28557522
13.26794919	1.5	11
13.12061476	1.5	10.68404029
13.03038449	1.5	10.34729636
13	1.5	10
13.03038449	1.5	9.652703645
13.12061476	1.5	9.315959713
13.26794919	1.5	9
13.46791111	1.5	8.714424781
13.71442478	1.5	8.467911114
14	1.5	8.267949192
14.31595971	1.5	8.120614758
14.65270364	1.5	8.030384494
15	1.5	8
15.34729636	1.5	8.030384494
15.68404029	1.5	8.120614758
16	1.5	8.267949192
16.28557522	1.5	8.467911114
16.53208889	1.5	8.714424781
16.73205081	1.5	9
16.87938524	1.5	9.315959713
16.96961551	1.5	9.652703645
17	2	10
16.96961551	2	10.34729636
16.87938524	2	10.68404029
16.73205081	2	11
16.53208889	2	11.28557522
16.28557522	2	11.53208889
16	2	11.73205081
15.68404029	2	11.87938524
15.34729636	2	11.96961551
15	2	12
14.65270364	2	11.96961551
14.31595971	2	11.87938524
14	2	11.73205081
13.71442478	2	11.53208889
13.46791111	2	11.28557522
13.26794919	2	11
13.12061476	2	10.68404029
13.03038449	2	10.34729636
13	2	10
13.03038449	2	9.652703645
13.12061476	2	9.315959713
13.26794919	2	9
13.46791111	2	8.714424781
13.71442478	2	8.467911114
14	2	8.267949192
14.31595971	2	8.120614758
14.65270364	2	8.030384494
15	2	8
15.34729636	2	8.030384494
15.68404029	2	8.120614758
16	2	8.267949192
16.28557522	2	8.467911114
16.53208889	2	8.714424781
16.73205081	2	9
16.87938524	2	9.315959713
16.96961551	2	9.652703645
17	2.5	10
16.96961551	2.5	10.34729636
16.87938524	2.5	10.68404029
16.73205081	2.5	11
16.53208889	2.5	11.28557522
16.28557522	2.5	11.53208889
16	2.5	11.73205081
15.68404029	2.5	11.87938524
15.34729636	2.5	11.96961551
15	2.5	12
14.65270364	2.5	11.96961551
14.31595971	2.5	11.87938524
14	2.5	11.73205081
13.71442478	2.5	11.53208889
13.46791111	2.5	11.28557522
13.26794919	2.5	11
13.12061476	2.5	10.68404029
13.03038449	2.5	10.34729636
13	2.5	10
13.03038449	2.5	9.652703645
13.12061476	2.5	9.315959713
13.26794919	2.5	9
13.46791111	2.5	8.714424781
13.71442478	2.5	8.467911114
14	2.5	8.267949192
14.31595971	2.5	8.120614758
14.65270364	2.5	8.030384494
15	2.5	8
15.34729636	2.5	8.030384494
15.68404029	2.5	8.120614758
16	2.5	8.267949192
16.28557522	2.5	8.467911114
16.53208889	2.5	8.714424781
16.73205081	2.5	9
16.87938524	2.5	9.315959713
16.96961551	2.5	9.652703645
17	3	10
16.96961551	3	10.34729636
16.87938524	3	10.68404029
16.73205081	3	11
16.53208889	3	11.28557522
16.28557522	3	11.53208889
16	3	11.73205081
15.68404029	3	11.87938524
15.34729636	3	11.96961551
15	3	12
14.65270364	3	11.96961551
14.31595971	3	11.87938524
14	3	11.73205081
13.71442478	3	11.53208889
13.46791111	3	11.28557522
13.26794919	3	11
13.12061476	3	10.68404029
13.03038449	3	10.34729636
13	3	10
13.03038449	3	9.652703645
13.12061476	3	9.315959713
13.26794919	3	9
13.46791111	3	8.714424781
13.71442478	3	8.467911114
14	3	8.267949192
14.31595971	3	8.120614758
14.65270364	3	8.030384494
15	3	8
15.34729636	3	8.030384494
15.68404029	3	8.120614758
16	3	8.267949192
16.28557522	3	8.467911114
16.53208889	3	8.714424781
16.73205081	3	9
16.87938524	3	9.315959713
16.96961551	3	9.652703645
17	3.5	10
16.96961551	3.5	10.34729636
16.87938524	3.5	10.68404029
16.73205081	3.5	11
16.53208889	3.5	11.28557522
16.28557522	3.5	11.53208889
16	3.5	11.73205081
15.68404029	3.5	11.87938524
15.34729636	3.5	11.96961551
15	3.5	12
14.65270364	3.5	11.96961551
14.31595971	3.5	11.87938524
14	3.5	11.73205081
13.71442478	3.5	11.53208889
13.46791111	3.5	11.28557522
13.26794919	3.5	11
13.12061476	3.5	10.68404029
