9.306657548157118072e+02	2.631322788262704080e+02
8.843223307443612384e+02	2.109983071334462750e+02
8.403731601735642016e+02	1.692531452757409340e+02
7.835060058707335884e+02	9.378621310192578164e+01
7.374192169723490906e+02	2.725937403743365195e+01
6.891711094367606165e+02	-3.862879605115875137e+01
4.706846338580545535e+02	-3.110268309854469067e+02
4.188959986874336892e+02	-3.756231517076614068e+02
3.759819513079315243e+02	-4.202609501118113258e+02
3.634218979857878935e+02	-4.303125171436684013e+02
3.234503475950581333e+02	-4.607953676848426880e+02
2.719639718305727456e+02	-4.380405157995879222e+02
8.585809273836606508e+02	2.887622931535328803e+02
8.240358287182983759e+02	2.391466169761853848e+02
7.647165228800288332e+02	2.114569902293080190e+02
3.109890335797663283e+02	-3.927606491938811928e+02
2.797273961052529216e+02	-4.123082227924667222e+02
2.565157742457838594e+02	-4.314481230439288311e+02
7.776444025556878614e+02	3.053654159790553990e+02
7.468377740819571500e+02	2.597218550576889129e+02
2.004497837957670470e+02	-3.891078620638345456e+02
1.981595050542366891e+02	-4.047502898416742028e+02
6.721737135937252106e+02	3.158853249205025122e+02
1.288880004271742621e+02	-3.025222951593545986e+02
6.154459026688796257e+02	3.679762718513718482e+02
6.539275651584028992e+01	-3.644912067750667006e+02
5.346049340740011075e+02	4.090541979366994951e+02
-2.300890523308494195e+01	-2.887621350730524910e+02
1.888691409868530968e+02	5.443613402305117006e+02
-3.383950350536059659e+02	-1.345250910854102244e+02
8.848714618640939022e+01	5.818625083597225967e+02
-4.172286020044684847e+02	-1.164310500336144401e+02
4.919665606438842431e+00	6.360348750122664114e+02
-5.002224704428787732e+02	-1.041334608553044632e+02
-8.065935633433329599e+01	6.608609783920114751e+02
-1.033917031036962015e+02	6.157182722072126353e+02
-5.794237393686055384e+02	-7.182167036352858247e+01
-5.822659776321642084e+02	-9.122243365936607518e+01
-1.574003332906688115e+02	6.748644884093520204e+02
-1.761616227805351116e+02	6.017056464871573098e+02
-2.069928527787817529e+02	5.720701621272085049e+02
-6.460602983594167199e+02	-3.783845606802667305e+01
-6.400920116887973563e+02	-6.743205788350736896e+01
-6.461336370198710028e+02	-5.530132160183903522e+01
-1.987977290102485597e+02	7.075645375809798452e+02
-2.207644867880634365e+02	6.610860718015460407e+02
-2.453788730254445056e+02	5.893044019486515026e+02
-3.012864163153407162e+02	5.474875075356916341e+02
-3.500181506280322878e+02	4.808391855595199900e+02
-3.784906106933241858e+02	4.130581753324981378e+02
-5.499907014328870218e+02	1.383494827012178803e+02
-6.142008269993169733e+02	7.277992847996637238e+01
-6.265096622281226928e+02	2.572868812060286103e+01
-6.735359394603246983e+02	-3.164741233805617071e+01
-7.168694589893217426e+02	-6.213648304117774757e+01
-6.955487267361705790e+02	-1.388607324707125770e+02
9.012794165768707444e+02	2.035315645378965712e+02
8.245184126525597321e+02	2.230373207599532179e+02
7.971506034932010607e+02	1.549640972592929700e+02
7.448604787632631314e+02	9.577728134562123330e+01
7.057650613500696863e+02	2.751919593017207788e+01
6.420265298613694540e+02	-3.283713263068388244e+01
4.447576036526741632e+02	-2.935241273123423866e+02
4.047819697061735837e+02	-3.208859478045461628e+02
3.638835465929074076e+02	-3.925464219258661274e+02
3.359214744201556186e+02	-4.094354376577293237e+02
3.162671007752011292e+02	-3.921297340026251277e+02
2.990318084491457284e+02	-4.517938150455594837e+02
8.196479832003195725e+02	2.740763890070545585e+02
7.832893477853157265e+02	2.279668943557732916e+02
7.496199447661084605e+02	1.372266819583027768e+02
6.908859371518869921e+02	1.125020301429789100e+02
3.160001911604003908e+02	-3.557468047892814411e+02
2.935753930011200055e+02	-3.730774412413016989e+02
2.763375229645031936e+02	-4.243144265725450168e+02
2.497031713080180850e+02	-4.016526387004131493e+02
7.357334664494989056e+02	2.949369965085241461e+02
7.098575869579560731e+02	2.475018912701494287e+02
1.954227350914810017e+02	-3.620175312447287865e+02
1.788243044076244530e+02	-3.877298148905003927e+02
6.656755136423189469e+02	3.119763501754796380e+02
6.318371220339018919e+02	2.650986698987067598e+02
1.430736088945538711e+02	-3.646612665075094242e+02
1.147861282205565914e+02	-3.425308763095729887e+02
5.803036764422247415e+02	3.506733994593119519e+02
4.968912272748054448e+01	-3.155577200060529890e+02
